system:index,0,1,AREA,Area_km2,Area_m2,BOTTOM,CENTREX,CENTREY,ID,LABEL,LEFT,PENTADE,QDGC,RIGHT,TOP,histogram,.geo
00000000000000000067,78199.18823529412,,0.0069,64.73,6.472643778E7,-22.5,31.291667,-22.458333,11044,HL42,31.25,2225_3115,2231AD,31.333333,-22.416667,{0=78199.18823529412},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,9597.631372549042,0.3058823529411765,0.0069,7.93,7931005.45,-22.583333,28.375,-22.541667,11273,GC43,28.333333,2230_2820,2228CB,28.416667,-22.5,"{1=0.3058823529411765, 0=9597.631372549042}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,11364.819607843157,65.0,0.0069,9.44,9444293.98,-22.583333,28.458333,-22.541667,11274,GD43,28.416667,2230_2825,2228CB,28.5,-22.5,"{1=65.0, 0=11364.819607843157}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,8.388235294117646,,0.0069,0.01,6792.88,-22.583333,28.541667,-22.541667,11275,GE43,28.5,2230_2830,2228DA,28.583333,-22.5,{0=8.388235294117646},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,12178.835294117654,21.694117647058825,0.0069,10.08,1.008437049E7,-22.583333,28.541667,-22.541667,11275,GE43,28.5,2230_2830,2228DA,28.583333,-22.5,"{1=21.694117647058825, 0=12178.835294117654}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,30278.941176470722,16.54901960784314,0.0069,25.05,2.5049512E7,-22.583333,28.625,-22.541667,11276,GF43,28.583333,2230_2835,2228DA,28.666667,-22.5,"{1=16.54901960784314, 0=30278.941176470722}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,74666.71764705915,249.24313725490197,0.0069,61.97,6.196612768E7,-22.583333,28.708333,-22.541667,11277,GG43,28.666667,2230_2840,2228DA,28.75,-22.5,"{1=249.24313725490197, 0=74666.71764705915}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,94923.7490196075,26.819607843137256,0.0069,78.55,7.854775969E7,-22.583333,28.791667,-22.541667,11278,GH43,28.75,2230_2845,2228DB,28.833333,-22.5,"{1=26.819607843137256, 0=94923.7490196075}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,95534.68627451037,93.0,0.0069,79.1,7.910467065E7,-22.583333,28.875,-22.541667,11279,GI43,28.833333,2230_2850,2228DB,28.916667,-22.5,"{1=93.0, 0=95534.68627451037}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,95622.83137254941,,0.0069,79.1,7.910467065E7,-22.583333,28.958333,-22.541667,11280,GJ43,28.916667,2230_2855,2228DB,29.0,-22.5,{0=95622.83137254941},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,95624.03529411872,,0.0069,79.1,7.910467065E7,-22.583333,29.041667,-22.541667,11281,GK43,29.0,2230_2900,2229CA,29.083333,-22.5,{0=95624.03529411872},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,95628.89411764721,,0.0069,79.1,7.910467065E7,-22.583333,29.125,-22.541667,11282,GL43,29.083333,2230_2905,2229CA,29.166667,-22.5,{0=95628.89411764721},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,95621.61960784308,,0.0069,79.1,7.910467065E7,-22.583333,29.208333,-22.541667,11283,GM43,29.166667,2230_2910,2229CA,29.25,-22.5,{0=95621.61960784308},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,95620.83137254883,2.0,0.0069,79.1,7.910467065E7,-22.583333,29.291667,-22.541667,11284,GN43,29.25,2230_2915,2229CB,29.333333,-22.5,"{1=2.0, 0=95620.83137254883}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,95628.89803921597,,0.0069,79.1,7.910467065E7,-22.583333,29.375,-22.541667,11285,GO43,29.333333,2230_2920,2229CB,29.416667,-22.5,{0=95628.89803921597},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,95624.03529411872,,0.0069,79.1,7.910467065E7,-22.583333,29.458333,-22.541667,11286,GP43,29.416667,2230_2925,2229CB,29.5,-22.5,{0=95624.03529411872},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,95627.68235294156,,0.0069,79.1,7.910467065E7,-22.583333,29.541667,-22.541667,11287,GQ43,29.5,2230_2930,2229DA,29.583333,-22.5,{0=95627.68235294156},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,95622.83529411818,,0.0069,79.1,7.910467065E7,-22.583333,29.625,-22.541667,11288,GR43,29.583333,2230_2935,2229DA,29.666667,-22.5,{0=95622.83529411818},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,95622.83529411675,,0.0069,79.1,7.910467065E7,-22.583333,29.708333,-22.541667,11289,GS43,29.666667,2230_2940,2229DA,29.75,-22.5,{0=95622.83529411675},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,95628.89019607918,,0.0069,79.1,7.910467065E7,-22.583333,29.791667,-22.541667,11290,GT43,29.75,2230_2945,2229DB,29.833333,-22.5,{0=95628.89019607918},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,95622.83529411735,,0.0069,79.1,7.910467065E7,-22.583333,29.875,-22.541667,11291,GU43,29.833333,2230_2950,2229DB,29.916667,-22.5,{0=95622.83529411735},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,95622.83529411817,,0.0069,79.1,7.910467065E7,-22.583333,29.958333,-22.541667,11292,GV43,29.916667,2230_2955,2229DB,30.0,-22.5,{0=95622.83529411817},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,95627.68235294074,,0.0069,79.1,7.910467065E7,-22.583333,30.041667,-22.541667,11293,GW43,30.0,2230_3000,2230CA,30.083333,-22.5,{0=95627.68235294074},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,95622.83137255012,,0.0069,79.1,7.910467065E7,-22.583333,30.125,-22.541667,11294,GX43,30.083333,2230_3005,2230CA,30.166667,-22.5,{0=95622.83137255012},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,95594.88235294151,34.0,0.0069,79.1,7.910467065E7,-22.583333,30.208333,-22.541667,11295,GY43,30.166667,2230_3010,2230CA,30.25,-22.5,"{1=34.0, 0=95594.88235294151}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,95622.8313725489,,0.0069,79.1,7.910467065E7,-22.583333,30.291667,-22.541667,11296,HZ43,30.25,2230_3015,2230CB,30.333333,-22.5,{0=95622.8313725489},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,95622.83137254945,,0.0069,79.1,7.910467065E7,-22.583333,30.375,-22.541667,11297,HA43,30.333333,2230_3020,2230CB,30.416667,-22.5,{0=95622.83137254945},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,95388.68235294151,239.0,0.0069,79.1,7.910467065E7,-22.583333,30.458333,-22.541667,11298,HB43,30.416667,2230_3025,2230CB,30.5,-22.5,"{1=239.0, 0=95388.68235294151}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,95624.03921568734,,0.0069,79.1,7.910467065E7,-22.583333,30.541667,-22.541667,11299,HC43,30.5,2230_3030,2230DA,30.583333,-22.5,{0=95624.03921568734},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,95618.04313725518,6.0,0.0069,79.1,7.910467065E7,-22.583333,30.625,-22.541667,11300,HD43,30.583333,2230_3035,2230DA,30.666667,-22.5,"{1=6.0, 0=95618.04313725518}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,95590.68235294172,37.0,0.0069,79.1,7.910467065E7,-22.583333,30.708333,-22.541667,11301,HE43,30.666667,2230_3040,2230DA,30.75,-22.5,"{1=37.0, 0=95590.68235294172}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,95622.83137254871,,0.0069,79.1,7.910467065E7,-22.583333,30.791667,-22.541667,11302,HF43,30.75,2230_3045,2230DB,30.833333,-22.5,{0=95622.83137254871},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,95627.68235294176,,0.0069,79.1,7.910467065E7,-22.583333,30.875,-22.541667,11303,HG43,30.833333,2230_3050,2230DB,30.916667,-22.5,{0=95627.68235294176},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,95616.03529411732,8.0,0.0069,79.1,7.910467065E7,-22.583333,30.958333,-22.541667,11304,HH43,30.916667,2230_3055,2230DB,31.0,-22.5,"{1=8.0, 0=95616.03529411732}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,95619.83137254954,3.0,0.0069,79.1,7.910467065E7,-22.583333,31.041667,-22.541667,11305,HI43,31.0,2230_3100,2231CA,31.083333,-22.5,"{1=3.0, 0=95619.83137254954}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,95628.89411764673,,0.0069,79.1,7.910467065E7,-22.583333,31.125,-22.541667,11306,HJ43,31.083333,2230_3105,2231CA,31.166667,-22.5,{0=95628.89411764673},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,95622.83137254935,,0.0069,79.1,7.910467065E7,-22.583333,31.208333,-22.541667,11307,HK43,31.166667,2230_3110,2231CA,31.25,-22.5,{0=95622.83137254935},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,95557.72549019601,,0.0069,79.05,7.905061425E7,-22.583333,31.291667,-22.541667,11308,HL43,31.25,2230_3115,2231CB,31.333333,-22.5,{0=95557.72549019601},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,14251.141176470592,,0.0069,11.78,1.178481254E7,-22.583333,31.375,-22.541667,11309,HM43,31.333333,2230_3120,2231CB,31.416667,-22.5,{0=14251.141176470592},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,3402.5294117647086,72.57254901960785,0.0069,2.87,2865034.65,-22.666667,28.208333,-22.625,11535,GA44,28.166667,2235_2810,2228CA,28.25,-22.583333,"{1=72.57254901960785, 0=3402.5294117647086}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,55929.69019607798,46.68235294117646,0.0069,46.26,4.626125191E7,-22.666667,28.291667,-22.625,11536,GB44,28.25,2235_2815,2228CB,28.333333,-22.583333,"{1=46.68235294117646, 0=55929.69019607798}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,95342.54509804003,7.113725490196078,0.0069,78.83,7.883052932E7,-22.666667,28.375,-22.625,11537,GC44,28.333333,2235_2820,2228CB,28.416667,-22.583333,"{1=7.113725490196078, 0=95342.54509804003}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,95628.88235294122,,0.0069,79.06,7.905792523E7,-22.666667,28.458333,-22.625,11538,GD44,28.416667,2235_2825,2228CB,28.5,-22.583333,{0=95628.88235294122},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,94936.84313725521,128.12549019607843,0.0069,78.59,7.859345649E7,-22.666667,28.541667,-22.625,11539,GE44,28.5,2235_2830,2228DA,28.583333,-22.583333,"{1=128.12549019607843, 0=94936.84313725521}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,95626.89019607737,2.0,0.0069,79.06,7.905792523E7,-22.666667,28.625,-22.625,11540,GF44,28.583333,2235_2835,2228DA,28.666667,-22.583333,"{1=2.0, 0=95626.89019607737}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,95625.24705882373,,0.0069,79.06,7.905792523E7,-22.666667,28.708333,-22.625,11541,GG44,28.666667,2235_2840,2228DA,28.75,-22.583333,{0=95625.24705882373},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,95610.03529411713,14.0,0.0069,79.06,7.905792523E7,-22.666667,28.791667,-22.625,11542,GH44,28.75,2235_2845,2228DB,28.833333,-22.583333,"{1=14.0, 0=95610.03529411713}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,95627.89019607878,1.0,0.0069,79.06,7.905792523E7,-22.666667,28.875,-22.625,11543,GI44,28.833333,2235_2850,2228DB,28.916667,-22.583333,"{1=1.0, 0=95627.89019607878}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,95624.04313725507,,0.0069,79.06,7.905792523E7,-22.666667,28.958333,-22.625,11544,GJ44,28.916667,2235_2855,2228DB,29.0,-22.583333,{0=95624.04313725507},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,95625.24705882439,,0.0069,79.06,7.905792523E7,-22.666667,29.041667,-22.625,11545,GK44,29.0,2235_2900,2229CA,29.083333,-22.583333,{0=95625.24705882439},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,95630.10196078426,,0.0069,79.06,7.905792523E7,-22.666667,29.125,-22.625,11546,GL44,29.083333,2235_2905,2229CA,29.166667,-22.583333,{0=95630.10196078426},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,95622.82352941149,,0.0069,79.06,7.905792523E7,-22.666667,29.208333,-22.625,11547,GM44,29.166667,2235_2910,2229CA,29.25,-22.583333,{0=95622.82352941149},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,95624.04313725448,,0.0069,79.06,7.905792523E7,-22.666667,29.291667,-22.625,11548,GN44,29.25,2235_2915,2229CB,29.333333,-22.583333,{0=95624.04313725448},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,95630.1019607844,,0.0069,79.06,7.905792523E7,-22.666667,29.375,-22.625,11549,GO44,29.333333,2235_2920,2229CB,29.416667,-22.583333,{0=95630.1019607844},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,95625.24705882439,,0.0069,79.06,7.905792523E7,-22.666667,29.458333,-22.625,11550,GP44,29.416667,2235_2925,2229CB,29.5,-22.583333,{0=95625.24705882439},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,95628.88235294135,,0.0069,79.06,7.905792523E7,-22.666667,29.541667,-22.625,11551,GQ44,29.5,2235_2930,2229DA,29.583333,-22.583333,{0=95628.88235294135},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,95619.67843137286,,0.0069,79.06,7.905792523E7,-22.666667,29.625,-22.625,11552,GR44,29.583333,2235_2935,2229DA,29.666667,-22.583333,{0=95619.67843137286},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,95624.03529411655,,0.0069,79.06,7.905792523E7,-22.666667,29.708333,-22.625,11553,GS44,29.666667,2235_2940,2229DA,29.75,-22.583333,{0=95624.03529411655},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,95582.59215686329,47.501960784313724,0.0069,79.06,7.905792523E7,-22.666667,29.791667,-22.625,11554,GT44,29.75,2235_2945,2229DB,29.833333,-22.583333,"{1=47.501960784313724, 0=95582.59215686329}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,95624.03529411713,,0.0069,79.06,7.905792523E7,-22.666667,29.875,-22.625,11555,GU44,29.833333,2235_2950,2229DB,29.916667,-22.583333,{0=95624.03529411713},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,95624.03529411796,,0.0069,79.06,7.905792523E7,-22.666667,29.958333,-22.625,11556,GV44,29.916667,2235_2955,2229DB,30.0,-22.583333,{0=95624.03529411796},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,95628.89019607779,,0.0069,79.06,7.905792523E7,-22.666667,30.041667,-22.625,11557,GW44,30.0,2235_3000,2230CA,30.083333,-22.583333,{0=95628.89019607779},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,95605.03529411854,19.0,0.0069,79.06,7.905792523E7,-22.666667,30.125,-22.625,11558,GX44,30.083333,2235_3005,2230CA,30.166667,-22.583333,"{1=19.0, 0=95605.03529411854}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,95627.10196078444,3.0,0.0069,79.06,7.905792523E7,-22.666667,30.208333,-22.625,11559,GY44,30.166667,2235_3010,2230CA,30.25,-22.583333,"{1=3.0, 0=95627.10196078444}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,95624.04313725457,,0.0069,79.06,7.905792523E7,-22.666667,30.291667,-22.625,11560,HZ44,30.25,2235_3015,2230CB,30.333333,-22.583333,{0=95624.04313725457},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,94274.7490196081,1349.2941176470588,0.0069,79.06,7.905792523E7,-22.666667,30.375,-22.625,11561,HA44,30.333333,2235_3020,2230CB,30.416667,-22.583333,"{1=1349.2941176470588, 0=94274.7490196081}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,95368.21960784329,260.67058823529413,0.0069,79.06,7.905792523E7,-22.666667,30.458333,-22.625,11562,HB44,30.416667,2235_3025,2230CB,30.5,-22.583333,"{1=260.67058823529413, 0=95368.21960784329}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,95625.24705882439,,0.0069,79.06,7.905792523E7,-22.666667,30.541667,-22.625,11563,HC44,30.5,2235_3030,2230DA,30.583333,-22.583333,{0=95625.24705882439},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,95625.25490196086,,0.0069,79.06,7.905792523E7,-22.666667,30.625,-22.625,11564,HD44,30.583333,2235_3035,2230DA,30.666667,-22.583333,{0=95625.25490196086},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,95628.89019607878,,0.0069,79.06,7.905792523E7,-22.666667,30.708333,-22.625,11565,HE44,30.666667,2235_3040,2230DA,30.75,-22.583333,{0=95628.89019607878},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,95621.03529411713,3.0,0.0069,79.06,7.905792523E7,-22.666667,30.791667,-22.625,11566,HF44,30.75,2235_3045,2230DB,30.833333,-22.583333,"{1=3.0, 0=95621.03529411713}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,95628.88235294155,,0.0069,79.06,7.905792523E7,-22.666667,30.875,-22.625,11567,HG44,30.833333,2235_3050,2230DB,30.916667,-22.583333,{0=95628.88235294155},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,95533.24705882298,92.0,0.0069,79.06,7.905792523E7,-22.666667,30.958333,-22.625,11568,HH44,30.916667,2235_3055,2230DB,31.0,-22.583333,"{1=92.0, 0=95533.24705882298}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,95623.6117647062,,0.0069,79.06,7.905792523E7,-22.666667,31.041667,-22.625,11569,HI44,31.0,2235_3100,2231CA,31.083333,-22.583333,{0=95623.6117647062},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,95630.10196078375,,0.0069,79.06,7.905792523E7,-22.666667,31.125,-22.625,11570,HJ44,31.083333,2235_3105,2231CA,31.166667,-22.583333,{0=95630.10196078375},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,95624.03529411777,,0.0069,79.06,7.905792523E7,-22.666667,31.208333,-22.625,11571,HK44,31.166667,2235_3110,2231CA,31.25,-22.583333,{0=95624.03529411777},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,95624.0352941173,,0.0069,79.06,7.905792523E7,-22.666667,31.291667,-22.625,11572,HL44,31.25,2235_3115,2231CB,31.333333,-22.583333,{0=95624.0352941173},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,45077.22352941134,,0.0069,37.26,3.725983991E7,-22.666667,31.375,-22.625,11573,HM44,31.333333,2235_3120,2231CB,31.416667,-22.583333,{0=45077.22352941134},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,2874.9725490196124,114.0470588235294,0.0069,2.47,2471037.2,-22.75,28.125,-22.708333,11798,GZ45,28.083333,2240_2805,2228CA,28.166667,-22.666667,"{1=114.0470588235294, 0=2874.9725490196124}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,83979.90980392139,4.647058823529412,0.0069,69.41,6.941024739E7,-22.75,28.208333,-22.708333,11799,GA45,28.166667,2240_2810,2228CA,28.25,-22.666667,"{1=4.647058823529412, 0=83979.90980392139}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,95586.4431372551,,0.0069,79.01,7.901101442E7,-22.75,28.291667,-22.708333,11800,GB45,28.25,2240_2815,2228CB,28.333333,-22.666667,{0=95586.4431372551},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,95585.23529411762,,0.0069,79.01,7.901101442E7,-22.75,28.375,-22.708333,11801,GC45,28.333333,2240_2820,2228CB,28.416667,-22.666667,{0=95585.23529411762},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,95590.08627451002,,0.0069,79.01,7.901101442E7,-22.75,28.458333,-22.708333,11802,GD45,28.416667,2240_2825,2228CB,28.5,-22.666667,{0=95590.08627451002},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,95585.23921568593,,0.0069,79.01,7.901101442E7,-22.75,28.541667,-22.708333,11803,GE45,28.5,2240_2830,2228DA,28.583333,-22.666667,{0=95585.23921568593},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,95590.08627450981,,0.0069,79.01,7.901101442E7,-22.75,28.625,-22.708333,11804,GF45,28.583333,2240_2835,2228DA,28.666667,-22.666667,{0=95590.08627450981},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,95586.44705882379,,0.0069,79.01,7.901101442E7,-22.75,28.708333,-22.708333,11805,GG45,28.666667,2240_2840,2228DA,28.75,-22.666667,{0=95586.44705882379},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,95578.23921568625,7.0,0.0069,79.01,7.901101442E7,-22.75,28.791667,-22.708333,11806,GH45,28.75,2240_2845,2228DB,28.833333,-22.666667,"{1=7.0, 0=95578.23921568625}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,95590.08627450981,,0.0069,79.01,7.901101442E7,-22.75,28.875,-22.708333,11807,GI45,28.833333,2240_2850,2228DB,28.916667,-22.666667,{0=95590.08627450981},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,95585.23529411774,,0.0069,79.01,7.901101442E7,-22.75,28.958333,-22.708333,11808,GJ45,28.916667,2240_2855,2228DB,29.0,-22.666667,{0=95585.23529411774},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,95586.44313725512,,0.0069,79.01,7.901101442E7,-22.75,29.041667,-22.708333,11809,GK45,29.0,2240_2900,2229CA,29.083333,-22.666667,{0=95586.44313725512},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,95591.29803921515,,0.0069,79.01,7.901101442E7,-22.75,29.125,-22.708333,11810,GL45,29.083333,2240_2905,2229CA,29.166667,-22.666667,{0=95591.29803921515},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,95584.02352941196,,0.0069,79.01,7.901101442E7,-22.75,29.208333,-22.708333,11811,GM45,29.166667,2240_2910,2229CA,29.25,-22.666667,{0=95584.02352941196},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,95585.23529411788,,0.0069,79.01,7.901101442E7,-22.75,29.291667,-22.708333,11812,GN45,29.25,2240_2915,2229CB,29.333333,-22.666667,{0=95585.23529411788},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,95591.29803921544,,0.0069,79.01,7.901101442E7,-22.75,29.375,-22.708333,11813,GO45,29.333333,2240_2920,2229CB,29.416667,-22.666667,{0=95591.29803921544},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,95586.44313725512,,0.0069,79.01,7.901101442E7,-22.75,29.458333,-22.708333,11814,GP45,29.416667,2240_2925,2229CB,29.5,-22.666667,{0=95586.44313725512},"{""type"":""MultiPoint"",""coordinates"":[]}"
